27.01.23 11:01:55;5104759;FL;Сделать набор дашбордов в Power BI;Данные подготовленны (источник MySQL-ETL), для части отчетов есть прототипы в Google Looker, часть дашбордов нужно разработать. Тематика дашбордов: - Снабжение - Производство...;По договоренности;Дата/время: 22.01.23 10:15:08;1 ответ;;https://www.fl.ru/projects/5104759/sdelat-nabor-dashbordov-v-power-bi--.html;n
27.01.23 11:01:55;5104744;FL;Заполнение товаров в эксель.;Нужен контент-менеджер, расмотрим людей с минимальным опытом. Товары бытовая техника.;По договоренности;Дата/время: 22.01.23 10:15:08;4 ответа;;https://www.fl.ru/projects/5104744/zapolnenie-tovarov-v-eksel-.html;n
27.01.23 11:01:55;1469072;Freelance;Разработка Бота на Python;Нужно сделать бота для озон.Который будет каждые 10 минут менять конкурентные ставки за рекламу.;договорная;Дата/время: 22.01.23 11:43:29;4;Срок выполнения: за 7 дней;https://freelance.ru/projects/razrabotka-bota-na-python-1469072.html;n
27.01.23 11:01:55;1469083;Freelance;Парсер\скрипт для скачивания медиа файлов;Добрый день, необходим небольшой скрипт для автоматического скачивания медиа файлов через код страницы, подробнее объясняю в видео: https://drive.google.com/file/d/1CDw9SioM7eIUL6k5I23ncCUExF7NVZm2/view?usp=share_link Оставляйте пожалуйста свои заявки и комментарии, насколько точно и быстро сможете справится с задачей, спасибо.;650 руб;Дата/время: 22.01.23 12:26:04;1;Срок выполнения: за 2 дня;https://freelance.ru/projects/parser-skript-dlya-skachivaniya-media-fajlov-1469083.html;n
27.01.23 11:01:55;5104820;FL;нужно решить проблему дублирование новостей для телеграм канала/сайт/парсера;есть код собирающий новости с телеграм каналов, для дальнейшей фильтрации и публикации проблема в том, что не выходит сделать так, что бы одна новость описаная по разному из...;По договоренности;Дата/время: 22.01.23 13:44:28;нет ответов;;https://www.fl.ru/projects/5104820/nujno-reshit-problemu-dublirovanie-novostey-dlya-telegram-kanala_sayt_parsera.html;n
27.01.23 11:01:55;1469103;Freelance;SEO ядро: создание, продвижение, сопровождение;На сайте ipnvs.ru (размещен на мегагрупп) нужно:  Формирование SEO ядра, продвижение, сопровождение. Семантическое ядро Добавить уведомление об использование куки файлов. Написание текстов с ключевыми словами, создание разделов, категорий, прайса, таблиц (это в дальнейшем). Сайт не отображается по многим точечным запросам в поисковых системах, таким как: (пример: грузоперевозки Донецк Ростовская область). Хочу, чтоб содержание сайта окупалось. Без рекламы сайт не приносил клиентов и даже посещений....;договорная;Дата/время: 22.01.23 14:14:38;6;Срок выполнения: за 10 дней;https://freelance.ru/projects/seo-yadro-sozdanie-prodvizhenie-soprovozhdenie-1469103.html;n
27.01.23 11:01:55;5104843;FL;Телеграм бот. Питон. Доработка.;Приветствую друзья и подруги! ✊ Нужно доработать готового Телеграм бота, написанного на Питоне. В боте реализована логика парсера и постера. В целом функционал работает, но...;По договоренности;Дата/время: 22.01.23 14:33:21;нет ответов;;https://www.fl.ru/projects/5104843/telegram-bot-piton-dorabotka.html;n
27.01.23 11:01:55;5015672;FL;Доработать парсер;1. Автоматизировть парсер для работы со списком коммерческих запросов из поисковой выдачи. 2. Найти домен и сохранить.  Формат .csv.;1,200 руб;Дата/время: 22.01.23 14:39:36;;;https://www.fl.ru/projects/5015672/dorabotat-parser.html;n
27.01.23 11:01:55;5046946;FL;Разрабтать программу парсер для Windows;Зайти на сайт поисковой выдачи ввести запрос и собрать сайты по запросу.  Программа может не иметь графческого интерфейса. Запускаться и управляться любым способом.;1,200 руб;Дата/время: 22.01.23 14:48:26;4 ответа;;https://www.fl.ru/projects/5046946/razrabtat-programmu-parser-dlya-windows.html;n
27.01.23 11:01:55;5104895;FL;Необходимо создать простой скрипт по учету подарочных сертификатов.;Необходимый функционал: 1. Загрузка админом данных выданных сертификатов в виде таблицы с полями: номер сертификата, дата использования. 2. Менеджер, при предъявлении ему...;По договоренности;Дата/время: 22.01.23 15:50:46;нет ответов;;https://www.fl.ru/projects/5104895/neobhodimo-sozdat-prostoy-skript-po-uchetu-podarochnyih-sertifikatov.html;n
27.01.23 11:01:55;5104877;FL;Fingerprint json подключить к ChromeOptions, python;Здравствуйте. Нужно написать код на python, чтобы ChromeOptions подсоединяли мои данные, шрифты, юзерагенты и другие данные, которые есть в моём файле. У меня есть файл...;2,000 руб;Дата/время: 22.01.23 15:54:26;нет ответов;;https://www.fl.ru/projects/5104877/fingerprint-json-podklyuchit-k-chromeoptions-python.html;n
27.01.23 11:01:55;5104893;FL;Исправить баги по верстке, доработать;Есть готовая верстка. В ней присутствуют баги. Нужно их справить и доработать некоторые мелочи. Ссылка на сайт в котором используется верстка: power.punchos.ru Нужно...;По договоренности;Дата/время: 22.01.23 15:54:26;нет ответов;;https://www.fl.ru/projects/5104893/ispravit-bagi-po-verstke-dorabotat.html;n
27.01.23 11:01:55;5052532;FL;Парсер web страницы;Найти заданый параметр.;1,200 руб;Дата/время: 22.01.23 15:54:26;10 ответов;;https://www.fl.ru/projects/5052532/parser-web-stranitsyi.html;n
27.01.23 11:01:55;479657;Habr;Переписать 2 индикатора Pine Script на Python;;8 000 руб.;Дата/время: 22.01.23 16:00:09;;;https://freelance.habr.com/tasks/479657;n
27.01.23 11:01:55;1469138;Freelance;Каталог товара, android;Необходимо сделать приложение под android 1. Страница входа 2. Страница регистрации 3. Каталог товара 4. Список товара, фильтр 5. Карточка товара 6. Корзина - отправка заказанного таблицей экселя на почту стиль wb;10 000 руб;Дата/время: 22.01.23 17:18:50;4;Срок выполнения: за 7 дней;https://freelance.ru/projects/katalog-tovara-android-1469138.html;n
27.01.23 11:01:55;1469144;Freelance;Поднять для стартапа prod dev сервер;У нас микросервесний стартап, каждое приложения обернуто в Docker Image. Задача поднять dev и prod сервера на kubernetes для обеспечения разработки и продакшен, поднять систему тестироания, настроить аналитику (через ELK Stack) Мы используем следующий стек технологий: React JS , Django (на python), Celery ()на python, Reids, PostgreSQL  На текущий момент требуется консультация и поднятие dev сервера на kubernetes, позже нужен будет и prod;договорная;Дата/время: 22.01.23 17:55:45;4;Срок выполнения: за 10 дней;https://freelance.ru/projects/podnyat-dlya-startapa-prod-dev-server-1469144.html;n
27.01.23 11:01:55;5104905;FL;Мине нужно бот для тик ток трансляция на python;Мине нужно бот для тик ток зрителей на трансляция код на python через прокси кто  Мой телеграм Kamran451;5,000 руб;Дата/время: 22.01.23 18:22:16;нет ответов;;https://www.fl.ru/projects/5104905/mine-nujno-bot-dlya-tik-tok-translyatsiya-na-python-.html;n
27.01.23 11:01:55;5104899;FL;Переписать 2 индикатора Pine Script на Python;С использованием numpy, pandas и вспомогательных библиотек (приоритетно являющимися обертками на С библиотеками), переписать следующих два индикатора из Pine Script на Python:...;8,000 руб;Дата/время: 22.01.23 18:22:16;нет ответов;;https://www.fl.ru/projects/5104899/perepisat-2-indikatora-pine-script-na-python.html;n
27.01.23 11:01:55;1469157;Freelance;Рассылка whatsapp по базе номеров$$$ всего около 15 тыс. номеров;Сделать рассылку по Базе номеров Whatsapp (на 95% должен быть привязан Whatsapp). с Вашего номера.  Номера продавцов на маркетплейсе - в Казахстане. База номеров есть в Excel файле. Нужен надежный исполнитель, чтобы была высокая доставляемость писем и можно было бы проверить.  Можно начать с 1000 писем, и далее делать 500-1000 рассылок в день.;договорная;Дата/время: 22.01.23 19:19:26;4;Срок выполнения: за 20 дней;https://freelance.ru/projects/rassilka-whatsapp-baze-nomerov-vsego-okolo-tis-nomerov-1469157.html;n
27.01.23 11:01:55;1469164;Freelance;Интернет магазин нужно сделать таблицу ,что бы менять цены под курс доллара сайт сделан на tilde;Есть интернет магазин позиций 1000 нужно разработать таблицу ,что бы в пару действий можно было поменять везде цены под курс доллара ,а цена показывалась в белорусских рублях;договорная;Дата/время: 22.01.23 20:14:32;9;Срок выполнения: за 7 дней;https://freelance.ru/projects/internet-magazin-nuzhno-sdelat-tablicu-chto-menyat-ceni-1469164.html;n
27.01.23 11:01:55;5105010;FL;Парсинг двух сайтов на Scrapy;Требуется сбор информации о товарах с двух сайтов ( alm-faza[точка]ru,  второй под логином (авторизация через cookie, пароль исполнителю) Алгоритм примерно работы следующий:...;По договоренности;Дата/время: 22.01.23 22:12:10;нет ответов;;https://www.fl.ru/projects/5105010/parsing-dvuh-saytov-na-scrapy.html;n
27.01.23 11:01:55;5107749;FL;Парсер + админка +  телеграм бот;Парсер + телеграм бот Написать парсер : 1. Сделать парсер собирающий посты из нужных групп/каналов телеграм 2. Создать БД под эти посты, что бы можно было с ней...;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5107749/parser--adminka---telegram-bot.html;n
27.01.23 11:01:55;5107753;FL;Парсинг сайта;Необходимо скопировать сайт с товарными позициями. Изменить контакты Авторизация и покупка с сайта, форма оплаты не нужны. Настроить форму обратнрй связи. Добавление товаров в...;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5107753/parsing-sayta.html;n
27.01.23 11:29:27;5107768;FL;Парсер телеграмм групп и каналов.;Нужен парсер телеграмм групп и каналов.  Парсер должен быть не в виде бота, а виде физического телеграмм аккаунта (пользователь). Стек значения не имеет.  Парсить нужно по...;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5107768/parser-telegramm-grupp-i-kanalov-.html;n
27.01.23 11:41:56;1470439;Freelance;Нужно подобрать более дешевые сервера для сетки сайтов;Добрый день. В связи с тем, что доходность по моей сетке сайтов сократилась, мне нужно найти более дешевое решение.  Пока перенес сайты на промежуточное решение powervps - https://powervps.ru/  У меня 9 серверов - Ryzen 5 3600, 64 GB RAM, 2x480 GB NVMe АКЦИЯ за 55$ в месяц. Итого 495$ в месяц.  ISP лицензции я покупаю в isplicense.ru выходит на 105 евро в месяц.  Так...;7 000 руб;Опубликовано: 2023-01-27 в 11:40;4;Срок выполнения: за 7 дней;https://freelance.ru/projects/nuzhno-podobrat-bolee-deshevie-servera-dlya-setki-sajtov-1470439.html;n
27.01.23 12:00:09;5107794;FL;Перенос работающего ТГ бота в ВК.;Бот написан на питоне. Требуется адаптировать уже сделанный ТГбот в ВКсообщество и синхронизировать работу двух ботов на одну БД.;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5107794/perenos-rabotayuschego-tg-bota-v-vk.html;n
27.01.23 12:22:00;1470448;Freelance;Сверстать  каталог  и блокнот для печати;Необходимо сверстать каталог А 4 для печати в типографии 12 полос. Как основа - подготовлен черновик в ai и pdf. Задача - оформить каталог с точки зрения дизайна - шрифты, фон, тексты, таблицы. Все картинки будут присланы. В таком же силе нужно оформить обложку блокнота.;договорная;Опубликовано: 2023-01-27 в 12:20;4;Срок выполнения: за 3 дня;https://freelance.ru/projects/sverstat-katalog-i-bloknot-dlya-pechati-1470448.html;n
27.01.23 12:30:18;1470451;Freelance;Парсинг сайта;Нужно спаристь товары от донора на сайт на ocStore. Есть расширение SimplePars можно им возможно любым другим способом .;договорная;Опубликовано: 2023-01-27 в 12:29;3;Срок выполнения: за 7 дней;https://freelance.ru/projects/parsing-sajta-1470451.html;n
27.01.23 12:32:24;1470455;Freelance;Требуется перенос карточек товара на Яндекс Маркет;Требуется перенос карточек товара на Яндекс Маркет. Примерное количество товаров составляет 150 единиц. Нужно внести в таблицу Excel с указанием данных о товаре.;договорная;Опубликовано: 2023-01-27 в 12:31;5;Срок выполнения: за 2 дня;https://freelance.ru/projects/trebuetsya-perenos-kartochek-tovara-na-yandeks-market-1470455.html;n
27.01.23 12:59:27;5107850;FL;На разовый заказ нужен контент менеджер;я предоставлю сайт источник. оттуда надо будет скопировать в указанном мной формате информацию. ТЗ подробное я предоставлю. Информацию надо будет размещать в таблице гугл докс....;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5107850/na-razovyiy-zakaz-nujen-kontent-menedjer.html;n
27.01.23 13:10:56;5091756;FL;Python AI разработка;Нужно работать с ПО, с применением Python по проекту для финансового продукта. Нужно будет разработать внутренние и внешние сервисы и перерабатывать существующую кодовую базу,...;140 000 руб;Заказ Только что;2 ответа;;https://www.fl.ru/projects/5091756/python-ai-razrabotka.html;n
27.01.23 14:41:25;5107862;FL;Python Бот для работы с Keitaro API;Бот должен быть написан на Python вот по типу какого бота конкретно нужен , прикрепляю плейлист с видео  работа не сложная , имея опыт в создании ботов сделать его не составит...;4,000 руб;Заказ 1 час 7 минут назад;нет ответов;;https://www.fl.ru/projects/5107862/python-bot-dlya-rabotyi-s-keitaro-api.html;n
27.01.23 14:48:14;5107939;FL;Создание Viber бота. (Python, Django, sql, aioviberbot);Дано: Имеется телеграм бот со следующим функционалом: Подача клиентам информации из базы наполняемой из админки . База пользователей. Формирование Лидов Битрикс 24 Отдача...;25 000 руб;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5107939/sozdanie-viber-bota-python-django-sql-aioviberbot.html;n
27.01.23 16:36:35;5107994;FL;сделать таблицу Google Sheets для расчета производительности по параметрам;Рассчитать общую производительность устройств под задачи Есть определенное количество ПК, которые делают определенные задачи за определенное время. Нужно рассчитать с каким...;По договоренности;Заказ 15 минут назад;1 ответ;;https://www.fl.ru/projects/5107994/sdelat-tablitsu-google-sheets-dlya-rascheta-proizvoditelnosti-po-parametram-.html;n
27.01.23 18:39:47;5108082;FL;Cоздание части сервиса отображающего показатели работы интернет магазина с выгрузкой в xls;Добрый день друзья!;25000 ₽ — 35000 ₽;Вакансия (Россия) Только что;нет ответов;;https://www.fl.ru/projects/5108082/cozdanie-chasti-servisa-otobrajayuschego-pokazateli-rabotyi-internet-magazina-s-vyigruzkoy-v-xls.html;n
27.01.23 18:53:38;5108086;FL;Сделать быстрый MVP на wordpress;Требуется создать легкий сайт на Wordpress c автоматическим созданием страниц через google sheets или Excel. Основная идея, что контент будет генерироваться на основе наших...;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108086/sdelat-byistryiy-mvp-na-wordpress.html;n
27.01.23 20:00:48;5108114;FL;Open Cart 3 . Автообновление цен от 3-х поставщиков;Форматы csv имеются. 2/3 поставщиков уже загружены на сайт. Загрузить 1 поставщика, настроить  автообновление.;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108114/open-cart-3--avtoobnovlenie-tsen-ot-3-h-postavschikov.html;n
28.01.23 07:16:36;480853;Habr;Сделать макрос Excel;;2 000 руб.;~ 10 часов назад;7;;https://freelance.habr.com/tasks/480853;n
28.01.23 07:16:36;480851;Habr;Требуется поддержка в разработке продвинутого дэшборда PowerBI;;60 000 руб.;~ 10 часов назад;;;https://freelance.habr.com/tasks/480851;n
28.01.23 07:16:36;5108203;FL;Найти в инете собрать контакты представительств брендов в Арабские Эмираты (ОАЭ);Найти в инете собрать контакты представительств брендов в Арабские Эмираты (ОАЭ) результат в таблице, почта, где есть телефон,  бренды известных мировых  компаний известных...;По договоренности;Заказ 7 часов 28 минут назад;нет ответов;;https://www.fl.ru/projects/5108203/nayti-v-inete-sobrat-kontaktyi-predstavitelstv-brendov-v-arabskie-emiratyi-oae.html;n
28.01.23 09:05:49;5108256;FL;Сделать 2 адаптивных сайта из двух старых сайтов на таблицах;Хотелось бы сделать 2 адаптивных сайта: web.archive.org/web/20171... И этот:...;4,000 руб;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108256/sdelat-2-adaptivnyih-sayta-iz-dvuh-staryih-saytov-na-tablitsah-.html;n
28.01.23 09:34:32;5108262;FL;Контент менеджер для онлайн бутиков;В наши каналы требуется контент менеджер. Требования: Разбираться в люкс брендах (Gucci, Lv, Dior, Fendi и т.д) Слушать руководство. Быть обучаемым(ой) Умение вести таблицы...;25 000 руб;Вакансия 4 минуты назад;нет ответов;;https://www.fl.ru/projects/5108262/kontent-menedjer-dlya-onlayn-butikov-.html;n
28.01.23 10:33:58;5108278;FL;Установити 1 С или Acces на сайт;Добрый день Есть сайт grinvitch282.com и к нему вертуальный сервер. Необходимо установить 1 с или другую субд (интересует вероятность построения таблиц с заданными структурами...;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108278/ustanoviti-1-s-ili-acces-na-sayt.html;n
28.01.23 11:11:24;5108279;FL;Парсинг данных с сайтов;Парсинг контактных данных с сайтов;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108279/parsing-dannyih-s-saytov.html;n
28.01.23 11:11:24;5037963;FL;Разработать программу-парсер на Python;1) зайти  на сайт google.com 2) ввести ключевое слово 3) собрать все сайты со станицы поисковой выдачи;1,200 руб;Заказ Только что;6 ответов;;https://www.fl.ru/projects/5037963/razrabotat-programmu-parser-na-python.html;n
28.01.23 11:11:24;5041455;FL;Парсер с ответами в формате XML.;Сервис, позволяющий отправлять запросы к базе и получать ответы в формате XML.  ? [user=<имя пользователя>]  & [key=<API-ключ>]  & [query=<текст...;1,200 руб;Заказ Только что;1 ответ;;https://www.fl.ru/projects/5041455/parser-s-otvetami-v-formate-xml.html;n
28.01.23 11:28:20;480879;Habr;Python Django REST framework post/get file by API;;2 000 руб.;1 минуту назад;;;https://freelance.habr.com/tasks/480879;n
28.01.23 12:33:25;5108311;FL;Создание таблицы РнП для онлайн-школы.;Создать таблицу РнП для онлайн-школы по основным метрикам (конверсия по источникам и рекламным каналам). Дизайн любой, главное что б был читабелен и понятен. Цену указывайте в...;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108311/sozdanie-tablitsyi-rnp-dlya-onlayn-shkolyi-.html;n
28.01.23 13:06:59;5108320;FL;Парсинг спортивных событий и их котировок;Необходимо получать ежедневные данные о спортивных событиях в соответствии с условиями запроса в виде таблицы либо файла CSV. Настройка программы diggernaut либо подобных также...;1,200 руб;Заказ 14 минут назад;нет ответов;;https://www.fl.ru/projects/5108320/parsing-sportivnyih-sobyitiy-i-ih-kotirovok.html;n
29.01.23 09:29:14;5108585;FL;Python – отвязать исходник библиотеки от внешних зависимостей;Нужно отвязать исходники библиотеки от внешних зависимостей(их будет определенное количество). 1. Скачиваем исходники с github.com 2. Смотрим недостающие зависимости, находим...;2,000 руб;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108585/python---otvyazat-ishodnik-biblioteki-ot-vneshnih-zavisimostey.html;n
29.01.23 09:48:25;5108594;FL;написать скрипт для терминала Quik;Написать скрипт для терминала Quik .При запуске скрипта , выводится на график цены интерфейс(таблица) в виде прямоугольника с 10 графами . Каждая графа поделена на 5 строк ....;По договоренности;Заказ 4 минуты назад;нет ответов;;https://www.fl.ru/projects/5108594/napisat-skript-dlya-terminala-quik.html;n
29.01.23 09:54:09;1470798;Freelance;Спарсить несколько ТГ чатов и сделать инвайт пользователей в один новый;Ищу человека, кто сможет спарсить несколько ТГ чатов, а потом сделать инвайт этих пользователей в новый.У кого настройки приватности позволяют приглашать их в новые чаты.  P.S. Сам парсер у меня есть, с инвайтом не могу разобраться.;договорная;Опубликовано: 2023-01-29 в 09:53;2;Срок выполнения: за 5 дней;https://freelance.ru/projects/sparsit-neskolko-chatov-sdelat-invajt-polzovatelej-odin-novy-1470798.html;n
29.01.23 10:55:51;1470806;Freelance;Написать код с синхронизацией данных. График северного сияния;Исходные данные  Нужен код, для размещения на сайте прогноза северного сияния.  Данные передаются с NOAA, нужно сделать графики для 3 типов разделения: 27 дней прогноз, 3 дня прогноз, 3 часа прогноз  1. Таблица с 27 дневным прогнозом северного сияния, ее нужно перевести в график, который будет обновляться автоматически https://www.swpc.noaa.gov/products/27-day-outlook-107-cm-radio-flux-and-geomagnetic-indices Отобразить нужно только дату и KP index График горизонтальный  2. Прогноз на 3 дня и...;договорная;Опубликовано: 2023-01-29 в 10:55;4;Срок выполнения: за 10 дней;https://freelance.ru/projects/napisat-kod-s-sinhronizaciej-dannih-grafik-severnogo-siyaniya-1470806.html;n
29.01.23 11:35:21;5108622;FL;python clicker;Требуется написать скрипт, который кликает по определённой области экрана (кнопке), но в зависимости от разрешения экрана и браузера эта кнопка будет находиться по разным...;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108622/python-clicker.html;n
29.01.23 11:41:35;1470815;Freelance;Парсинг данных по ОКВЭД строительных организаций (при возможности также email рассылка);Сделать парсинг данных строительных компаний по ОКВЭД, также по возможности  Нужно сделать емэйл рассылку по строительным организация города Москвы;договорная;Опубликовано: 2023-01-29 в 11:40;2;Срок выполнения: за 4 дня;https://freelance.ru/projects/parsing-dannih-okved-stroitelnih-organizacij-pri-vozmozhnosti-takzhe-1470815.html;n
29.01.23 12:59:06;5108637;FL;ТГ бот-парсер (ВБ+OZON);нужно написать бота telegram, который, в ответ на введенный запрос, будет сообщать сколько товаров по данном запросу находится в поиске на озоне и на ваилдберис;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108637/tg-bot-parser-vbozon.html;n
29.01.23 12:59:06;5108650;FL;Разработать тестовые материалы для проверки преподавателей;Требуется разработать тестовое задание для отбора преподавателей по направлениям: Roblox  Minecraft  Python  1) Составить вопросы для преподавателей 10-15 штук с вариантами...;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108650/razrabotat-testovyie-materialyi-dlya-proverki-prepodavateley.html;n
29.01.23 13:08:58;5108661;FL;Сводная таблица расчета количества инградиентов в Google Sheets;Технолог ведет карточки с рецептурами в Google Sheets, это один файл с отдельной вкладкой на каждую позицию производимой продукции. Во вложении к задаче пример, как это...;3,000 руб;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108661/svodnaya-tablitsa-rascheta-kolichestva-ingradientov-v-google-sheets.html;n
29.01.23 14:06:37;5108691;FL;Установить Windows server и организовать записать экрана у пользователей сервера;Vps сервер powervps.ru на нем нужно 1)поставить Windows server ( ставиться прямо с сервера по умолчанию и сделать 4 пользователя чтобы могли работать одновременно на нем  2)...;8,000 руб;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108691/ustanovit-windows-server-i-organizovat-zapisat-ekrana-u-polzovateley-servera-.html;n
29.01.23 14:13:23;1470838;Freelance;Собрать семантику для сайта компании;Добрый день! Нужно собрать семантическое ядро для сайта. Тематика медицинская. Собранную семантику предоставить в excel.;1 000 руб;Опубликовано: 2023-01-29 в 14:12;3;Срок выполнения: за 10 дней;https://freelance.ru/projects/sobrat-semantiku-dlya-sajta-kompanii-1470838.html;n
29.01.23 14:45:26;481025;Habr;Создание слайдов power point для обучающего курса;;договорная;1 минуту назад;;;https://freelance.habr.com/tasks/481025;n
29.01.23 15:07:50;5108722;FL;Доработать программу на Python в универ;Доработать программу Python в универ Есть недоработанный вариант кода, можно просто его поправить, а именно: 1. Сменить цвет дисков с зеленых на цветные 2.Исправить метод...;1,200 руб;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108722/dorabotat-programmu-na-python-v-univer.html;n
29.01.23 15:07:50;5108710;FL;Парсинг сайта;Добрый день! Необходимо спарсить несложный сайт. На сайте представлены автомобильные запчасти, необходимо спарсить их параметры, изображение и выгрузить в excel. Основные...;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108710/parsing-sayta.html;n
29.01.23 15:30:42;5108728;FL;Доработать программу Python Ханойские башни в универ;Доработать программу Python в универ Есть недоработанный вариант кода, можно просто его поправить, а именно: 1. Сменить цвет дисков с зеленых на цветные 2.Исправить метод...;1,200 руб;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108728/dorabotat-programmu-python-hanoyskie-bashni-v-univer.html;n
29.01.23 15:51:29;1470852;Freelance;Залить товар на сайт;Нужно преобразовать файлы в нужный формат и залить их на сайт на платформе .nethouse. Исходники есть в Exel и других форматах. Нужно подогнать их под формат платформы. Всего около 2000 позиций. Если есть навык, возможно привлечение по наполнению сайта с нуля!;договорная;Опубликовано: 2023-01-29 в 15:50;4;Срок выполнения: за 20 дней;https://freelance.ru/projects/zalit-tovar-na-sajt-1470852.html;n
29.01.23 15:57:43;5108736;FL;Python Tesseract OCR;Работа с распознаванием данных на файлах при помощи библиотеки tesseract ocr;2,000 руб;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108736/python-tesseract-ocr.html;n
29.01.23 16:16:25;481043;Habr;Парсинг всех отзывов с сайта bestchange;;договорная;1 минуту назад;;;https://freelance.habr.com/tasks/481043;n
29.01.23 16:21:07;481045;Habr;Сделать скрипт Python;;договорная;1 минуту назад;;;https://freelance.habr.com/tasks/481045;n
29.01.23 17:06:15;5108787;FL;Сделать парсер;Сделать парсер с сайта, складывать в xml заданном формате, картинки в папку.;По договоренности;Заказ Только что;нет ответов;;https://www.fl.ru/projects/5108787/sdelat-parser.html;n
